Study_id,Title,Year,Journal,DOI,Reference
3e9e746c47f287294be4932e9064b97f037ab716,Trace element accumulation in the tissues of fish from lakes with different pH values,1990,"Water, Air, and Soil Pollution",10.1007/BF00211505,"Stripp, R. A., Heit, M., Bogen, D. C., Bidanset, J., & Trombetta, L. (1990). Trace element accumulation in the tissues of fish from lakes with different pH values. Water, Air, and Soil Pollution, 51, 75-87."
3ed5c9f54d4121ce5f4f171b8d4a4a6c6fb42e37,Diversity of life strategies of pikepech Sander lucioperca (L.) in the Lower Volga (by the data of microelement composition of otolithes),2016,Inland Water Biology,10.1134/S1995082916040118,"Pavlov, D. S.  Samoilov, K. Y.  Kuzishchin, K. V.  Gruzdeva, M. A.  & Pelgunova, L. A. (2016). Diversity of life strategies of pikepech Sander lucioperca (L.  in the Lower Volga (by the data of microelement composition of otolithes). Inland Water Biology, 9(4), 382-389."
3fb0e2ad2b9a51ba9c9757e696a7bfb5280dc36d,Differences in oxygen and carbon stable isotope ratios between hatchery and wild pink salmon fry,2014,Fisheries Science,10.1007/s12562-014-0699-9,"Tomida, Y.  Suzuki, T.  Yamada, T.  Asami, R.  Yaegashi, H.  Iryu, Y.  & Otake, T. (2014). Differences in oxygen and carbon stable isotope ratios between hatchery and wild pink salmon fry. Fisheries science, 80(2), 273-280."
3fc5b9f682aa35d11a59bedebe40e2ebcaad3f2b,Validation of Sr isotopes in otoliths by laser ablation multicollector inductively coupled plasma mass spectrometry (LA-MC-ICPMS): opening avenues in fisheries science applications,2005,Canadian Journal of Fisheries and Aquatic Sciences,10.1139/F05-194,"Barnett-Johnson, R.  Ramos, F. C.  Grimes, C. B.  & MacFarlane, R. B. (2005). Validation of Sr isotopes in otoliths by laser ablation multicollector inductively coupled plasma mass spectrometry (LA-MC-ICPMS): opening avenues in fisheries science applications. Canadian Journal of Fisheries and Aquatic Sciences, 62(11), 2425-2430."
3fc661455ca47cc136d528d24f4bd47b0fa15989,Whole otolith elemental analysis reveals feeding migration patterns causing growth rate differences in anadromous whitefish from the Baltic Sea,2017,Ecology of Freshwater Fish,10.1111/EFF.12289,"Hagerstrand, H.  Heimbrand, Y.  von Numers, M.  Lill, J. O.  Jokikokko, E.  & Huhmarniemi, A. (2017). Whole otolith elemental analysis reveals feeding migration patterns causing growth rate differences in anadromous whitefish from the Baltic Sea. Ecology of Freshwater Fish, 26(3), 456-461."
3fd298e081a81103109624cec91773eddabeb010,Evidence of return of chum salmon released from Tangwang River by strontium marking method,2021,Acta Oceanologica Sinica,10.1007/s13131-021-1792-4,"Wang, J.  Liu, W.  Li, P.  Tang, F.  Lu, W.  Yang, J.  & Jiang, T. (2021). Evidence of return of chum salmon released from Tangwang River by strontium marking method. Acta Oceanologica Sinica, 40(8), 182-186."
3febe0bf55628185de35c6abe1aeab88db1428e8,Natal origin of Pacific bluefin tuna Thunnus orientalis inferred from otolith oxygen isotope composition,2010,Marine Ecology Progress Series,10.3354/MEPS08867,"Shiao, J. C.  Wang, S. W.  Yokawa, K.  Ichinokawa, M.  Takeuchi, Y.  Chen, Y. G.  & Shen, C. C. (2010). Natal origin of Pacific bluefin tuna Thunnus orientalis inferred from otolith oxygen isotope composition. Marine Ecology Progress Series, 420, 207-219."
40982b44e81f115a2a6a6c1d02bb90c67b1be484,Otolith strontium traces environmental history of subyearling American shad Alosa sapidissima,1995,Marine Ecology Progress Series,10.3354/MEPS119025,"Limburg, K. E. (1995). Otolith strontium traces migratory histories of juvenile American shad, Alosa sapidissima. Marine Ecology Progress Series, 119, 25-35."
40c11a796280382005d790a5980565972a6421fe,Disparities in habitat use and migratory behavior between tropical eel Anguilla marmorata and temperate eel A. japonica in four Taiwanese rivers,2003,Marine Ecology Progress Series,10.3354/MEPS261233,"Shiao, J. C.  Iizuka, Y.  Chang, C. W.  & Tzeng, W. N. (2003). Disparities in habitat use and migratory behavior between tropical eel Anguilla marmorata and temperate eel A. japonica in four Taiwanese rivers. Marine Ecology Progress Series, 261, 233-242."
40d1d81a8d550acaaa5a1d46b663792a7346dab9,Looking to the past to ensure the future of the world's oldest living vertebrate: Isotopic evidence for multi‐decadal shifts in trophic ecology of the Australian lungfish,2018,River Research and Applications,10.1002/rra.3369,"Olden, J. D., Fallon, S. J., Roberts, D. T., Espinoza, T., & Kennard, M. J. (2019). Looking to the past to ensure the future of the world's oldest living vertebrate: Isotopic evidence for multi-decadal shifts in trophic ecology of the Australian lungfish. River Research and Applications, 35(10), 1629-1639."
4133137e3abe1f090443c21558e5bf3c4ff1c061,Introduced lake trout exhibit life history and morphological divergence with depth,2014,Canadian Journal of Fisheries and Aquatic Sciences,10.1139/CJFAS-2013-0115,"Stafford, C. P., McPhee, M. V., Eby, L. A., & Allendorf, F. W. (2014). Introduced lake trout exhibit life history and morphological divergence with depth. Canadian Journal of Fisheries and Aquatic Sciences, 71(1), 10-20."
4186ea23da1321fd0d4f5835f6740aa46dc9f750,Spawning origins and ontogenetic movements for demersal fishes: An approach using eye-lens stable isotopes,2020,Estuarine Coastal and Shelf Science,10.1016/J.ECSS.2020.107047,"Vecchio, J. L.  & Peebles, E. B. (2020). Spawning origins and ontogenetic movements for demersal fishes: An approach using eye-lens stable isotopes. Estuarine, Coastal and Shelf Science, 246, 107047."
41aed499879106ac1e5f3d693620bcb8703cd02b,Otoliths as elemental tracers of walleye environmental history: insights for interjurisdictional fisheries management,2016,Lake and Reservoir Management,10.1080/10402381.2016.1203845,"Carlson, A. K.  Bailey, P. E.  Fincel, M. J.  & Graeb, B. D. (2016). Otoliths as elemental tracers of walleye environmental history: insights for interjurisdictional fisheries management. Lake and Reservoir Management, 32(4), 329-340."
41e566f9f0e97a87677ab283e711397e9fe9afd1,Estimating westslope cutthroat trout (Oncorhynchus clarkii lewisi) movements in a river network using strontium isoscapes,2012,Canadian Journal of Fisheries and Aquatic Sciences,NA,"Muhlfeld, C. C.  Thorrold, S. R.  McMahon, T. E.  & Marotz, B. (2012). Estimating westslope cutthroat trout (Oncorhynchus clarkii lewisi) movements in a river network using strontium isoscapes. Canadian Journal of Fisheries and Aquatic Sciences, 69(5), 906-915."
41fc0ea600cd5428e7f0f4674339bb00a1e7f3bc,Use of otolith chemistry and acoustic telemetry to elucidate migratory contingents in barramundi Lates calcarifer,2017,Marine and Freshwater Research,10.1071/MF16177,"Crook, D. A.  Buckle, D. J.  Allsop, Q.  Baldwin, W.  Saunders, T. M.  Kyne, P. M.  . . & Douglas, M. M. (2016). Use of otolith chemistry and acoustic telemetry to elucidate migratory contingents in barramundi Lates calcarifer. Marine and Freshwater Research, 68(8), 1554-1566."
42130e20f93962521694c9bc404c92bcbc579468,Identification of Atlantic bluefin tuna (Thunnus thynnus) stocks from putative nurseries using otolith chemistry,2003,Fisheries Oceanography,10.1046/J.1365-2419.2003.00223.X,"Rooker, J. R. (2003). Identification of northern bluefin tuna stocks from putative nurseries in the Mediterranean Sea and western Atlantic Ocean using otolith chemistry. Fisheries Oceanography, 12, 75-84."
424147e8cc26aa1d6807948ee20b07d0c2e735a6,Patterns in spatial use and movement of Silver Carp among tributaries and main-stem rivers: insight from otolith microchemistry analysis,2021,Biological Invasions,10.1007/s10530-022-02927-y,"Werner, J. P., Dean, Q. J., Pegg, M. A., & Hamel, M. J. (2023). Patterns in spatial use and movement of Silver Carp among tributaries and main-stem rivers: insight from otolith microchemistry analysis. Biological Invasions, 25(2), 471-484."
42a21dd4133c2e6da32810500827c9a480967255,Intraspecific differences in relative isotopic niche area and overlap of co-occurring sharks,2019,Aquatic Ecology,10.1007/s10452-019-09685-5,"Shiffman, D. S., Kaufman, L., Heithaus, M., & Hammerschlag, N. (2019). Intraspecific differences in relative isotopic niche area and overlap of co-occurring sharks. Aquatic ecology, 53, 233-250."
42ae77340cd3fcf06fd555ec1c130bc5eab03441,"Lack of equivalence in the elemental and stable isotope chemistry within the sagittal otolith pair of the summer flounder, Paralichthys dentatus",2014,ICES Journal of Marine Science,10.1093/ICESJMS/FST145,"Kajajian, A.  Schaffler, J. J.  & Jones, C. M. (2014). Lack of equivalence in the elemental and stable isotope chemistry within the sagittal otolith pair of the summer flounder, Paralichthys dentatus. ICES Journal of Marine Science, 71(2), 356-364."
42c88152c79e58eafc497a96ded47c091a804c79,Newcomers in the Baltic Sea: an attempt to trace the origins and whereabouts of thicklip grey mullet Chelon labrosus,2011,Fisheries Science,10.1007/s12562-011-0384-1,"Schaber, M.  Marohn, L.  Petereit, C.  Schroeder, J. P.  Zumholz, K.  & Hanel, R. (2011). Newcomers in the Baltic Sea: an attempt to trace the origins and whereabouts of thicklip grey mullet Chelon labrosus. Fisheries Science, 77(5), 757-764."
42d8b1ba283bb5f2cfe7acf91e594079c8f85cfd,Tracing the life history of individual barramundi using laser ablation MC-ICP-MS Sr-isotopic and Sr/Ba ratios in otoliths,2005,Marine and Freshwater Research,10.1071/MF04184,"Muller, W.  Mcculloch, M.  Cappo, M.  & Aumend, J. (2005). Tracing the life history of individual barramundi using laser ablation MC-ICP-MS Sr-isotopic and Sr/Ba ratios in otoliths. Marine and Freshwater Research, 56: 637-644."
42ff9cecef71c5c8e9dd482d889a3a13e2eae5db,Stable isotope (d13C and d18O) and Sr/Ca composition of otoliths as proxies for environmental salinity experienced by an estuarine fish,2007,Marine Ecology Progress Series,10.3354/MEPS07064,"Kerr, L. A.  Secor, D. H.  & Kraus, R. T. (2007). Stable isotope (d13C and d18O) and Sr/Ca composition of otoliths as proxies for environmental salinity experienced by an estuarine fish. Marine Ecology Progress Series, 349, 245-253."
430eafb786596c4956396ddfb868c6a54812d5ca,Population structure and dynamics of the Atlantic mackerel (Scomber scombrus) in the North Atlantic inferred from otolith chemical and shape signatures,2020,Fisheries Research,10.1016/j.fishres.2020.105621,"Moura, A.  Muniz, A. A.  Mullis, E.  Wilson, J. M.  Vieira, R. P.  Almeida, A. A.  . . & Correia, A. T. (2020). Population structure and dynamics of the Atlantic mackerel (Scomber scombrus) in the North Atlantic inferred from otolith chemical and shape signatures. Fisheries Research, 230, 105621."
4331fc8ea8e404a541ca9e04fa2b46d2999c1144,Species and Life History Affect the Utility of Otolith Chemical Composition for Determining Natal Stream of Origin for Pacific Salmon,2013,Transactions of The American Fisheries Society,10.1080/00028487.2013.811102,"Zimmerman, C. E.  Swanson, H. K.  Volk, E. C.  & Kent, A. J. (2013). Species and life history affect the utility of otolith chemical composition for determining natal stream of origin for Pacific salmon. Transactions of the American Fisheries Society, 142(5), 1370-1380."
438ae86a9c862cd5343e956b2c92d3356d4c9a61,Reconstructing transoceanic migration patterns of Pacific bluefin tuna using a chemical tracer toolbox.,2014,Ecology,10.1890/13-1467.1,"Madigan, D. J.  Baumann, Z.  Carlisle, A. B.  Hoen, D. K.  Popp, B. N.  Dewar, H.  . . & Fisher, N. S. (2014). Reconstructing transoceanic migration patterns of Pacific bluefin tuna using a chemical tracer toolbox. Ecology, 95(6), 1674-1683."
43ba64c365a917c098f7cc95c3068c2abad53529,"Use of micro-PIXE to investigate otolith Sr distributions of the anadromous striped bass, Morone saxatilis",2005,X-Ray Spectrometry: An International Journal,NA,"Morris Jr, J. A.  Rulifson, R. A.  Babaluk, J. A.  May, P. G.  & Campbell, J. L. (2005). Use of micro-PIXE to investigate otolith Sr distributions of the anadromous striped bass, Morone saxatilis. X-Ray Spectrometry: An International Journal, 34(4), 301-305."
43efae380119b4d113c8f6afd25714457e334d67,Trophic Ecology of the European Eel (Anguilla anguilla) across Different Salinity Habitats Inferred from Fatty Acid and Stable Isotope Analysis,2021,Canadian Journal of Fisheries and Aquatic Sciences,10.1139/CJFAS-2020-0432,"Parzanini, C.  Arts, M. T.  Power, M.  Rohtla, M.  Skiftesvik, A. B.  Koprivnikar, J.  . . & Durif, C. M. (2021). Trophic ecology of the European eel (Anguilla anguilla) across different salinity habitats inferred from fatty acid and stable isotope analysis. Canadian Journal of Fisheries and Aquatic Sciences, 78(11), 1721-1731."
4413c0bf945f28a3ff2a4417b46b31b8f206d079,"Assessment of trace elements, POPs, (210)Po and stable isotopes ((15)N and (13)C) in a rare filter-feeding shark: The megamouth.",2015,Marine Pollution Bulletin,10.1016/j.marpolbul.2015.03.038,"de Moura, J. F., Merico, A., Montone, R. C., Silva, J., Seixas, T. G., de Oliveira Godoy, J. M., ... & Siciliano, S. (2015). Assessment of trace elements, POPs, 210Po and stable isotopes (15N and 13C) in a rare filter-feeding shark: The megamouth. Marine Pollution Bulletin, 95(1), 402-406."
447951cf78695cd05dd19740243b3a9100a78e7c,Evidence for an autumn downstream migration of Atlantic salmon Salmo salar (Linnaeus) and brown trout Salmo trutta (Linnaeus) parr to the Baltic Sea,2014,Helgoland Marine Research,10.1007/s10152-014-0395-2,"Taal, I.  Kesler, M.  Saks, L.  Rohtla, M.  Verliin, A.  Svirgsden, R.  . . & Saat, T. (2014). Evidence on autumn migrating parr of Atlantic salmon Salmo salar (Linnaeus) and anadromous brown trout Salmo trutta (Linneaus) in the Baltic Sea. Helgoland Marine Research, 68, 373-377."
44a17296200a03135546387e5d2aca40a03b9b08,Evidence of trans-Atlantic movement and natal homing of bluefin tuna from stable isotopes in otoliths,2008,Marine Ecology Progress Series,10.3354/MEPS07602,"Rooker, J. R.  Secor, D. H.  DeMetrio, G.  Kaufman, A. J.  Rios, A. B.  & Ticina, V. (2008). Evidence of trans-Atlantic movement and natal homing of bluefin tuna from stable isotopes in otoliths. Marine Ecology Progress Series, 368, 231-239."
44a3094e66962d3a619d57f0dd6d6e72bb4275ed,"Decreased Sr/Ca ratios in the otoliths of two marine eels, Gymnothorax reticularis and Muraenesox cinereus, during metamorphosis",2005,Marine Ecology Progress Series,10.3354/MEPS304201,"Ling, Y. J.  Iizuka, Y.  & Tzeng, W. N. (2005). Decreased Sr/Ca ratios in the otoliths of two marine eels, Gymnothorax reticularis and Muraenesox cinereus, during metamorphosis. Marine Ecology Progress Series, 304, 201-206."
44dd12a029bc5de0263dcf9ae042a09b2d3b2190,Preservation Effects on Stable Isotope Values of Archived Elasmobranch Fin Tissue: Comparisons between Frozen and Ethanol-Stored Samples,2014,Transactions of The American Fisheries Society,10.1080/00028487.2014.954055,"Olin, J. A., Poulakis, G. R., Stevens, P. W., DeAngelo, J. A., & Fisk, A. T. (2014). Preservation effects on stable isotope values of archived elasmobranch fin tissue: comparisons between frozen and ethanol-stored samples. Transactions of the American Fisheries Society, 143(6), 1569-1576."
452878682f2891d09bd153b48e0dd525988967c6,A multi-approach study to reveal eel life-history traits in an obstructed catchment before dam removal,2022,Hydrobiologia,10.1007/s10750-022-04833-9,"Teichert, N., Lize, A., Tabouret, H., Gerard, C., Bareille, G., Acou, A., ... & Feunteun, E. (2022). A multi-approach study to reveal eel life-history traits in an obstructed catchment before dam removal. Hydrobiologia, 849(8), 1885-1903."
453f91acc21064e46bd3766fe434ef7d27a7fdf0,Calibration of the carbonate clumped isotope paleothermometer for otoliths,2007,Geochimica et Cosmochimica Acta,10.1016/J.GCA.2007.03.015,"Ghosh, P.  Eiler, J.  Campana, S. E.  & Feeney, R. F. (2007). Calibration of the carbonate clumped isotope paleothermometer for otoliths. Geochimica et Cosmochimica Acta, 71(11), 2736-2744."
458f5d9fb0523430008022fee978a7e1de79035a,Stock delineation of pink snapper and tailor from Western Australia by analysis of stable isotope and strontium/calcium ratios in otolith carbonate,1999,Journal of Fish Biology,10.1111/J.1095-8649.1999.TB00676.X,"Edmonds, J. S., Steckis, R. A., Moran, M. J., Caputi, N., & Morita, M. (1999). Stock delineation of pink snapper and tailor from Western Australia by analysis of stable isotope and strontium/calcium ratios in otolith carbonate. Journal of Fish Biology, 55(2), 243-259."
45ec94ce79ab1a4f2faa3956704e0e655dc02183,An otolith microchemistry study of possible relationships between the origins of leptocephali of European eels in the Sargasso Sea and the continental destinations and relative migration success of glass eels,2010,Ecology of Freshwater Fish,10.1111/J.1600-0633.2010.00444.X,"Martin, J.  Daverat, F.  Pecheyran, C.  Als, T. D.  Feunteun, E.  & Reveillac, E. (2010). An otolith microchemistry study of possible relationships between the origins of leptocephali of European eels in the Sargasso Sea and the continental destinations and relative migration success of glass eels. Ecology of Freshwater Fish, 19(4), 627-637."
45ed5cc6363262cbb90943a13e0f9f70f4d37db9,Characterization of herring populations west of the British Isles: an investigation of mixing based on otolith microchemistry,2011,ICES Journal of Marine Science,10.1093/ICESJMS/FSR051,"Geffen, A. J.  Nash, R. D.  & Dickey-Collas, M. (2011). Characterization of herring populations west of the British Isles: an investigation of mixing based on otolith microchemistry. ICES Journal of Marine Science, 68(7), 1447-1458."
4619dd5556a8036272e5204a31815dfd20438715,"Application of Otolith Microchemistry to Reconstruct for Migration History of Amago Salmon Oncorhynchus masou ishikawai, Captured at the Ohta River.",2001,Nippon Suisan Gakkaishi,10.2331/SUISAN.67.647,"Umino, T.  Seike, S.  Otake, T.  Nishiyama, F.  Sibata, Y.  & Nagasawa, H. (2001). Application of otolith microchemistry to reconstruct for migration history of amago salmon Oncorhynchus masou ishikawai, captured at the Ohta river. Nippon Suisan Gakkaishi, 67(4), 647-657."
46304c954235597345d2b6142dfb758190cfebcc,Foraging behavior of yellow-phase Japanese eels between connected fresh- and brackish water habitats,2020,Environmental Biology of Fishes,10.1007/s10641-020-01002-6,"Kutzer, A.  Lavergne, E.  Kume, M.  Wada, T.  Terashima, Y.  & Yamashita, Y. (2020). Foraging behavior of yellow-phase Japanese eels between connected fresh-and brackish water habitats. Environmental Biology of Fishes, 103(9), 1061-1077."
46366592ae00bd47888298e4a55e57c06369b48a,Elemental composition of jaw cartilage of gummy shark Mustelus antarcticus Gunther,1996,Science of The Total Environment,10.1016/S0048-9697(96)05311-9,"Edmonds, J. S., Shibata, Y., Lenanton, R. C. J., Caputi, N., & Morita, M. (1996). Elemental composition of jaw cartilage of gummy shark Mustelus antarcticus Gunther. Science of the Total Environment, 192(2), 151-161."
46443a7641f3c1504574ba43f00a9f3b03056966,"Habitat use and habitat transitions in the tropical eel, Anguilla bicolor bicolor",2010,Environmental Biology of Fishes,10.1007/s10641-010-9677-y,"Chino, N.  & Arai, T. (2010). Habitat use and habitat transitions in the tropical eel, Anguilla bicolor bicolor. Environmental biology of fishes, 89(3), 571-578."
46ee7fdb4f28a18298cb76f47cefc88ea4ecd7f8,Migratory history of the threespine stickleback Gasterosteus aculeatus,2003,Ichthyological Research,10.1007/s102280300001,"Arai, T.  Goto, A.  & Miyazaki, N. (2003). Migratory history of the threespine stickleback Gasterosteus aculeatus. Ichthyological Research, 50(1), 0009-0014."
46ff5383f170d43998f51a135537344031ba0536,Spatial and temporal patterns in the contribution of fish from their nursery habitats,2009,Oecologia,10.1007/s00442-009-1282-4,"Chittaro, P. M.  Finley, R. J.  & Levin, P. S. (2009). Spatial and temporal patterns in the contribution of fish from their nursery habitats. Oecologia, 160(1), 49-61."
4719abc1f63c143d5b165667f4dda62c57d4ab00,Anadromy sustained in the artificially land-locked population of Sakhalin taimen in northern Japan,2019,Environmental Biology of Fishes,10.1007/s10641-019-00904-4,"Fukushima, M.  Harada, C.  Yamakawa, A.  & Iizuka, T. (2019). Anadromy sustained in the artificially land-locked population of Sakhalin taimen in northern Japan. Environmental Biology of Fishes, 102(9), 1219-1230."
47505816b3c58acb091c981c2ead5417a2b4f1c3,Investigating fishing strategies and habitat differences in late Holocene Oregon Coast sturgeon (Acipenser spp.) through coupled genetic and isotope analyses,2022,Quaternary Science Advances,10.1016/j.qsa.2022.100062,"Smith, E. A. E., Rick, T. C., & Hofman, C. A. (2022). Investigating fishing strategies and habitat differences in late Holocene Oregon Coast sturgeon (Acipenser spp.) through coupled genetic and isotope analyses. Quaternary Science Advances, 7, 100062."
477834f79a6c75e0917a5b1b8a26c655c08d483e,Oxygen isotope record of the 1997-1998 El Nino in Peruvian sea catfish (Galeichthys peruvianus) otoliths,2002,Paleoceanography,10.1029/2001PA000652,"Andrus, C. F. T., Crowe, D. E., & Romanek, C. S. (2002). Oxygen isotope record of the 1997-1998 El Nino in Peruvian sea catfish (Galeichthys peruvianus) otoliths. Paleoceanography, 17(4), 5-1."
47aa4373ea19a9a1cc389b22c5e3520404ddb594,Does otolith geochemistry record ambient environmental conditions in a temperate tidal estuary,2013,Journal of Experimental Marine Biology and Ecology,10.1016/J.JEMBE.2013.01.009,"Tanner, S. E.  Reis-Santos, P.  Vasconcelos, R. P.  Fonseca, V. F.  Franca, S.  Cabral, H. N.  & Thorrold, S. R. (2013). Does otolith geochemistry record ambient environmental conditions in a temperate tidal estuary? Journal of Experimental Marine Biology and Ecology, 441, 7-15."
47c647ef977c6884fce3744fdf82db9662a0be20,Life history traits of the fish community in Lake Annecy: evidence from the stable isotope composition of otoliths,2015,Knowledge and Management of Aquatic Ecosystems,10.1051/KMAE/2015033,"Gerdeaux, D.  & Dufour, E. (2015). Life history traits of the fish community in Lake Annecy: evidence from the stable isotope composition of otoliths. Knowledge and Management of Aquatic Ecosystems, (416), 35."
47cff1651cb43303c41722dfc26cb69ceb87966e,"Dynamics of Reproductive Hormones During Downstream Migration in Females of the Japanese Eel, Anguilla japonica",2011,Zoological Science,10.2108/zsj.28.180,"Sudo, R.  Suetake, H.  Suzuki, Y.  Utoh, T.  Tanaka, S.  Aoyama, J.  & Tsukamoto, K. (2011). Dynamics of reproductive hormones during downstream migration in females of the Japanese eel, Anguilla japonica. Zoological Science, 28(3), 180-188."
47e6df46d7f106ac4bdb4f58a1ea0a41e5148d81,Differentiating salmonid migratory ecotypes through stable isotope analysis of collagen: Archaeological and ecological applications,2020,PLoS ONE,10.1371/journal.pone.0232180,"Guiry, E.  Royle, T. C.  Matson, R. G.  Ward, H.  Weir, T.  Waber, N.  . . & Szpak, P. (2020). Differentiating salmonid migratory ecotypes through stable isotope analysis of collagen: Archaeological and ecological applications. PloS One, 15(4), e0232180."
483bf9f22434ab79d1e16c8fb0e50e4aa1ebfb11,Investigating post-depositional alteration of trace elements in fish scales using tagged and recaptured wild salmon,2022,Fisheries Research,10.1016/j.fishres.2021.106207,"Tray, E.  Brophy, D.  Maoileidigh, N. O.  Finlay, R.  de Eyto, E.  Poole, R.  & Crowley, Q. G. (2022). Investigating post-depositional alteration of trace elements in fish scales using tagged and recaptured wild salmon. Fisheries Research, 248, 106207."
48702a1ff5724428611679fe72bf81e95a01a64d,Diversity in Habitat Use by White Sturgeon Revealed Using Fin Ray Geochemistry,2022,Frontiers in Marine Science,10.3389/fmars.2022.859038,"Sellheim, K., Willmes, M., Lewis, L. S., Sweeney, J., Merz, J., & Hobbs, J. A. (2022). Diversity in habitat use by White Sturgeon revealed using fin ray geochemistry. Frontiers in Marine Science, 9, 339."
489d17d726e9cb6fe9b491b030756cc6f332b1bf,Habitat use and growth of yellow-stage European eel in coastal and freshwater ecosystems in Norway,2022,Canadian Journal of Fisheries and Aquatic Sciences,10.1139/cjfas-2022-0033,"Rohtla, M., Daverat, F., Arts, M. T., Browman, H. I., Parzanini, C., Skiftesvik, A. B., ... & Durif, C. M. (2022). Habitat use and growth of yellow-stage European eel in coastal and freshwater ecosystems in Norway. Canadian Journal of Fisheries and Aquatic Sciences, 80(1), 14-26."
48f9a94206f39a294d40f331db88963bf437dc90,Diversity of migratory environmental history of the mullets Mugil cephalus and M. curema in Mexican coastal waters as indicated by otolith Sr: Ca ratios,2012,Ciencias Marinas,10.7773/CM.V38I1A.1905,"Ibanez, A. L.  Chang, C. W.  Hsu, C. C.  Wang, C. H.  Iizuka, Y.  & Tzeng, W. N. (2012). Diversity of migratory environmental history of the mullets Mugil cephalus and M. curema in Mexican coastal waters as indicated by otolith Sr: Ca ratios. Ciencias Marinas, 38(1a), 73-87."
492744046d8679ea9987d10e15ec91abe193d447,Contrasting Seascape Use by a Coastal Fish Assemblage: a Multi-methods Approach,2018,Estuaries and Coasts,10.1007/s12237-018-0455-y,"Baker, R.  Barnett, A.  Bradley, M.  Abrantes, K.  & Sheaves, M. (2019). Contrasting seascape use by a coastal fish assemblage: a multi-methods approach. Estuaries and Coasts, 42(1), 292-307."
4977124b86f99b5cb1354020f89db5cb110635c9,"Freshwater habitat use by a moray eel species, Gymnothorax polyuranodon, in Fiji shown by otolith microchemistry",2014,Environmental Biology of Fishes,10.1007/s10641-014-0228-9,"Tsukamoto, K.  Watanabe, S.  Kuroki, M.  Aoyama, J.  & Miller, M. J. (2014). Freshwater habitat use by a moray eel species, Gymnothorax polyuranodon, in Fiji shown by otolith microchemistry. Environmental biology of fishes, 97(12), 1377-1385."
498d0581a0ce6b2537809b640e8bf60a8cf0303b,Using fin ray chemistry to discriminate hatchery reared juvenile age-0 Persian sturgeons by their origin in the Southern Caspian Sea region using split stream ICP-MS/MC ICP-MS,2021,Fisheries Research,10.1016/J.FISHRES.2021.106093,"Bakhshalizadeh, S.  Tchaikovsky, A.  Bani, A.  Prohaska, T.  & Zitek, A. (2021). Using fin ray chemistry to discriminate hatchery reared juvenile age-0 Persian sturgeons by their origin in the Southern Caspian Sea region using split stream ICP-MS/MC ICP-MS. Fisheries Research, 243, 106093."
49f93a13d2891a357eeb85408aba1348f2e6c357,Movements and foraging of predators associated with mesophotic coral reefs and their potential for linking ecological habitats,2015,Marine Ecology Progress Series,10.3354/MEPS11110,"Papastamatiou, Y. P., Meyer, C. G., Kosaki, R. K., Wallsgrove, N. J., & Popp, B. N. (2015). Movements and foraging of predators associated with mesophotic coral reefs and their potential for linking ecological habitats. Marine Ecology Progress Series, 521, 155-170."
4aaef4b5c0e5d2dd4ee13550877d2ebf200e876f,Limited latitudinal ranging of juvenile whale sharks in the Western Indian Ocean suggests the existence of regional management units,2018,Marine Ecology Progress Series,10.3354/MEPS12667,"Prebble, C. E., Rohner, C. A., Pierce, S. J., Robinson, D. P., Jaidah, M. Y., Bach, S. S., & Trueman, C. N. (2018). Limited latitudinal ranging of juvenile whale sharks in the Western Indian Ocean suggests the existence of regional management units. Marine Ecology Progress Series, 601, 167-183."
4abf8bbdf2790ad3922d939dd69324ffc1c5e287,Lake sturgeon Acipenser fulvescens and shovelnose sturgeon Scaphirhynchus platorynchus environmental life history revealed using pectoral fin-ray microchemistry: implications for interjurisdictional conservation through fishery closure zones.,2017,Journal of Fish Biology,10.1111/jfb.13242,"Phelps, Q. E.  Hupfeld, R. N.  & Whitledge, G. W. (2017). Lake sturgeon A cipenser fulvescens and shovelnose sturgeon S caphirhynchus platorynchus environmental life history revealed using pectoral fin-ray microchemistry: implications for interjurisdictional conservation through fishery closure zones. Journal of Fish Biology, 90(2), 626-639."
4acf24e8e3f29aac41d2cfce54f818c43418e159,Stable-isotope analyses reveal the importance of seagrass beds as feeding areas for juveniles of the speckled worm eel Myrophis punctatus (Teleostei: Ophichthidae) in Florida.,2011,Journal of Fish Biology,10.1111/j.1095-8649.2011.03052.x,"Vaslet, A., France, C., Phillips, D. L., Feller, I. C., & Baldwin, C. C. (2011). Stable isotope analyses reveal the importance of seagrass beds as feeding areas for juveniles of the speckled worm eel Myrophis punctatus (Teleostei: Ophichthidae) in Florida. Journal of Fish Biology, 79(3), 692-706."
4af90e99dcdea4c1ac31b61faa15f4d61308533b,Otolith chemistry reflects migratory characteristics of Pacific salmonids:: Using otolith core chemistry to distinguish maternal associations with sea and freshwaters,2000,Fisheries Research,10.1016/S0165-7836(00)00150-8,"Volk, E. C., Blakley, A., Schroder, S. L., & Kuehner, S. M. (2000). Otolith chemistry reflects migratory characteristics of Pacific salmonids:: Using otolith core chemistry to distinguish maternal associations with sea and freshwaters. Fisheries Research, 46(1-3), 251-266."
